,,,1,,0.00,0.00,0.00,1.32,1.32,user.bjackson.147196.Sherpa_CT10_lllljj_ZZjj_EW6.tnt_103/,1383611224
,,,1,,0.00,0.00,0.00,1.34,1.34,user.bjackson.167834.Sherpa_CT10_ZeeMassiveCBPt500_CFilterBVeto.tnt_103/,1405474567
,,,1,,0.00,0.00,0.00,1.36,1.36,user.bjackson.119355.MadGraphPythia_AUET2BCTEQ6L1_ttbarZ.tnt_103/,1421144153
,,,1,,0.00,0.00,0.00,1.36,1.36,user.bjackson.200335.AlpgenPythia_Auto_P2011C_ZeebbNp3incl.tnt_103_v2/,1423980292
,,,1,,0.00,0.00,0.00,1.38,1.38,user.bjackson.119353.MadGraphPythia_AUET2BCTEQ6L1_ttbarW.tnt_103/,1446665143
,,,1,,0.00,0.00,0.00,1.43,1.43,user.bjackson.167757.Sherpa_CT10_ZtautauMassiveCBPt0_CVetoBVeto.tnt_103/,1504403913
,,,1,,0.00,0.00,0.00,1.47,1.47,user.bjackson.110821.AlpgenPythia_P2011C_ZmumubbNp0.tnt_103_v2/,1539611853
,,,1,,0.00,0.00,0.00,1.50,1.50,user.bjackson.117670.AlpgenPythia_P2011C_ZtautauNp0.tnt_103/,1576983900
,,,1,,0.00,0.00,0.00,1.60,1.60,user.bjackson.157815.Sherpa_CT10_VVtomumuqq.tnt_103/,1674704932
,,,1,,0.00,0.00,0.00,1.64,1.64,user.bjackson.129486.PowhegPythia8_AU2CT10_WZ_W11Z11_mll0p250d0_2LeptonFilter5.tnt_103/,1724131915
,,,1,,0.00,0.00,0.00,1.66,1.66,user.bjackson.119354.MadGraphPythia_AUET2BCTEQ6L1_ttbarWj.tnt_103/,1740582963
,,,1,,0.00,0.00,0.00,1.67,1.67,user.bjackson.119356.MadGraphPythia_AUET2BCTEQ6L1_ttbarZj.tnt_103/,1751706206
,,,1,,0.00,0.00,0.00,1.67,1.67,user.bjackson.200343.AlpgenPythia_Auto_P2011C_ZmumubbNp3incl.tnt_103_v2/,1752822976
,,,1,,0.00,0.00,0.00,1.71,1.71,user.bjackson.129477.PowhegPythia8_AU2CT10_WZ_Wm11Z11_mll0p250d0_2LeptonFilter5.tnt_103/,1795166394
,,,1,,0.00,0.00,0.00,1.84,1.84,user.bjackson.110806.AlpgenPythia_P2011C_ZeeccNp1.tnt_103_v2/,1933110271
,,,1,,0.00,0.00,0.00,1.94,1.94,user.bjackson.129489.PowhegPythia8_AU2CT10_WZ_W13Z11_mll0p250d0_2LeptonFilter5.tnt_103/,2037534868
,,,1,,0.00,0.00,0.00,1.97,1.97,user.bjackson.116601.gg2ZZJimmy_AUET2CT10_ZZ4e.tnt_103/,2062369436
,,,1,,0.00,0.00,0.00,10.60,10.60,user.bjackson.167822.Sherpa_CT10_ZeeMassiveCBPt280_500_CFilterBVeto.tnt_103/,11116455423
,,,1,,0.00,0.00,0.00,10.73,10.73,user.bjackson.180545.Sherpa_CT10_ZeeMassiveCBPt40_70_CVetoBVeto.tnt_103/,11255642775
,,,1,,0.00,0.00,0.00,11.55,11.55,user.bjackson.167825.Sherpa_CT10_ZmumuMassiveCBPt280_500_CFilterBVeto.tnt_103/,12109027213
,,,1,,0.00,0.00,0.00,11.58,11.58,user.bjackson.126931.PowhegPythia8_AU2CT10_WpWm_em.tnt_103/,12142848194
,,,1,,0.00,0.00,0.00,11.64,11.64,user.bjackson.126929.PowhegPythia8_AU2CT10_WpWm_me.tnt_103/,12208966863
,,,1,,0.00,0.00,0.00,12.33,12.33,user.bjackson.167798.Sherpa_CT10_ZeeMassiveCBPt70_140_CFilterBVeto.tnt_103/,12927360986
,,,1,,0.00,0.00,0.00,12.41,12.41,user.bjackson.126939.PowhegPythia8_AU2CT10_ZZ_2e2tau_mll4_2pt5.tnt_103/,13011318861
,,,1,,0.00,0.00,0.00,13.06,13.06,user.bjackson.126932.PowhegPythia8_AU2CT10_WpWm_mm.tnt_103/,13699066789
,,,1,,0.00,0.00,0.00,14.43,14.43,user.bjackson.180548.Sherpa_CT10_ZmumuMassiveCBPt40_70_CVetoBVeto.tnt_103/,15135398193
,,,1,,0.00,0.00,0.00,15.42,15.42,user.bjackson.200332.AlpgenPythia_Auto_P2011C_ZeebbNp0.tnt_103_v2/,16171219726
,,,1,,0.00,0.00,0.00,15.73,15.73,user.bjackson.126941.PowhegPythia8_AU2CT10_ZZ_2mu2tau_mll4_2pt5.tnt_103/,16490906351
,,,1,,0.00,0.00,0.00,15.99,15.99,user.bjackson.167801.Sherpa_CT10_ZmumuMassiveCBPt70_140_CFilterBVeto.tnt_103/,16770112641
,,,1,,0.00,0.00,0.00,17.66,17.66,user.bjackson.126937.PowhegPythia8_AU2CT10_ZZ_4e_mll4_2pt5.tnt_103/,18517602537
,,,1,,0.00,0.00,0.00,18.79,18.79,user.bjackson.167799.Sherpa_CT10_ZeeMassiveCBPt70_140_CVetoBVeto.tnt_103/,19698774269
,,,1,,0.00,0.00,0.00,19.08,19.08,user.bjackson.200340.AlpgenPythia_Auto_P2011C_ZmumubbNp0.tnt_103_v2/,20007799410
,,,1,,0.00,0.00,0.00,2.00,2.00,user.bjackson.129480.PowhegPythia8_AU2CT10_WZ_Wm13Z11_mll0p250d0_2LeptonFilter5.tnt_103/,2101150246
,,,1,,0.00,0.00,0.00,2.01,2.01,user.bjackson.116603.gg2ZZJimmy_AUET2CT10_ZZ2e2mu.tnt_103/,2106427124
,,,1,,0.00,0.00,0.00,2.03,2.03,user.bjackson.116602.gg2ZZJimmy_AUET2CT10_ZZ4mu.tnt_103/,2124121701
,,,1,,0.00,0.00,0.00,2.33,2.33,user.bjackson.167835.Sherpa_CT10_ZeeMassiveCBPt500_CVetoBVeto.tnt_103/,2438679858
,,,1,,0.00,0.00,0.00,2.34,2.34,user.bjackson.110810.AlpgenPythia_P2011C_ZmumuccNp1.tnt_103_v2/,2450071640
,,,1,,0.00,0.00,0.00,2.34,2.34,user.bjackson.200334.AlpgenPythia_Auto_P2011C_ZeebbNp2.tnt_103_v2/,2451810154
,,,1,,0.00,0.00,0.00,2.35,2.35,user.bjackson.126934.PowhegPythia8_AU2CT10_WpWm_et.tnt_103/,2468094058
,,,1,,0.00,0.00,0.00,2.39,2.39,user.bjackson.126930.PowhegPythia8_AU2CT10_WpWm_te.tnt_103/,2503237644
,,,1,,0.00,0.00,0.00,2.45,2.45,user.bjackson.126942.PowhegPythia8_AU2CT10_ZZ_4tau_mll4_2pt5.tnt_103/,2570648400
,,,1,,0.00,0.00,0.00,2.50,2.50,user.bjackson.117652.AlpgenPythia_P2011C_ZeeNp2.tnt_103/,2618604161
,,,1,,0.00,0.00,0.00,2.53,2.53,user.bjackson.129487.PowhegPythia8_AU2CT10_WZ_W11Z13_mll0p4614d0_2LeptonFilter5.tnt_103/,2652139638
,,,1,,0.00,0.00,0.00,2.55,2.55,user.bjackson.129478.PowhegPythia8_AU2CT10_WZ_Wm11Z13_mll0p4614d0_2LeptonFilter5.tnt_103/,2671540827
,,,1,,0.00,0.00,0.00,2.68,2.68,user.bjackson.126933.PowhegPythia8_AU2CT10_WpWm_tm.tnt_103/,2813797667
,,,1,,0.00,0.00,0.00,2.68,2.68,user.bjackson.126935.PowhegPythia8_AU2CT10_WpWm_mt.tnt_103/,2807570509
,,,1,,0.00,0.00,0.00,2.84,2.84,user.bjackson.129481.PowhegPythia8_AU2CT10_WZ_Wm13Z13_mll0p4614d0_2LeptonFilter5.tnt_103/,2978003591
,,,1,,0.00,0.00,0.00,2.84,2.84,user.bjackson.129490.PowhegPythia8_AU2CT10_WZ_W13Z13_mll0p4614d0_2LeptonFilter5.tnt_103/,2972892435
,,,1,,0.00,0.00,0.00,2.87,2.87,user.bjackson.200342.AlpgenPythia_Auto_P2011C_ZmumubbNp2.tnt_103_v2/,3007600499
,,,1,,0.00,0.00,0.00,21.01,21.01,user.bjackson.126940.PowhegPythia8_AU2CT10_ZZ_4mu_mll4_2pt5.tnt_103/,22025551656
,,,1,,0.00,0.00,0.00,24.34,24.34,user.bjackson.167802.Sherpa_CT10_ZmumuMassiveCBPt70_140_CVetoBVeto.tnt_103/,25525367505
,,,1,,0.00,0.00,0.00,26.90,26.90,user.bjackson.126938.PowhegPythia8_AU2CT10_ZZ_2e2mu_mll4_2pt5.tnt_103/,28204003148
,,,1,,0.00,0.00,0.00,26.92,26.92,user.bjackson.167750.Sherpa_CT10_ZeeMassiveCBPt0_CFilterBVeto.tnt_103/,28232059967
,,,1,,0.00,0.00,0.00,29.97,29.97,user.bjackson.167751.Sherpa_CT10_ZeeMassiveCBPt0_CVetoBVeto.tnt_103/,31430944536
,,,1,,0.00,0.00,0.00,3.13,3.13,user.bjackson.117662.AlpgenPythia_P2011C_ZmumuNp2.tnt_103/,3280736834
,,,1,,0.00,0.00,0.00,3.51,3.51,user.bjackson.126949.PowhegPythia8_AU2CT10_ZZllnunu_ee_mll4.tnt_103/,3677999982
,,,1,,0.00,0.00,0.00,3.65,3.65,user.bjackson.110805.AlpgenPythia_P2011C_ZeeccNp0.tnt_103_v2/,3827143782
,,,1,,0.00,0.00,0.00,33.22,33.22,user.bjackson.117650.AlpgenPythia_P2011C_ZeeNp0.tnt_103/,34836908092
,,,1,,0.00,0.00,0.00,36.23,36.23,user.bjackson.167753.Sherpa_CT10_ZmumuMassiveCBPt0_CFilterBVeto.tnt_103/,37988182363
,,,1,,0.00,0.00,0.00,39.29,39.29,user.bjackson.117660.AlpgenPythia_P2011C_ZmumuNp0.tnt_103/,41202344464
,,,1,,0.00,0.00,0.00,4.42,4.42,user.bjackson.126950.PowhegPythia8_AU2CT10_ZZllnunu_mm_mll4.tnt_103/,4630963305
,,,1,,0.00,0.00,0.00,4.91,4.91,user.bjackson.110809.AlpgenPythia_P2011C_ZmumuccNp0.tnt_103_v2/,5147282735
,,,1,,0.00,0.00,0.00,40.26,40.26,user.bjackson.167754.Sherpa_CT10_ZmumuMassiveCBPt0_CVetoBVeto.tnt_103/,42219644501
,,,1,,0.00,0.00,0.00,5.12,5.12,user.bjackson.126928.PowhegPythia8_AU2CT10_WpWm_ee.tnt_103/,5364440209
,,,1,,0.00,0.00,0.00,6.16,6.16,user.bjackson.180544.Sherpa_CT10_ZeeMassiveCBPt40_70_CFilterBVeto.tnt_103/,6461293356
,,,1,,0.00,0.00,0.00,6.23,6.23,user.bjackson.167810.Sherpa_CT10_ZeeMassiveCBPt140_280_CFilterBVeto.tnt_103/,6534947941
,,,1,,0.00,0.00,0.00,6.39,6.39,user.bjackson.200333.AlpgenPythia_Auto_P2011C_ZeebbNp1.tnt_103_v2/,6700234696
,,,1,,0.00,0.00,0.00,7.28,7.28,user.bjackson.167811.Sherpa_CT10_ZeeMassiveCBPt140_280_CVetoBVeto.tnt_103/,7635757783
,,,1,,0.00,0.00,0.00,7.61,7.61,user.bjackson.167813.Sherpa_CT10_ZmumuMassiveCBPt140_280_CFilterBVeto.tnt_103/,7981218509
,,,1,,0.00,0.00,0.00,7.69,7.69,user.bjackson.117651.AlpgenPythia_P2011C_ZeeNp1.tnt_103/,8067423013
,,,1,,0.00,0.00,0.00,7.87,7.87,user.bjackson.200341.AlpgenPythia_Auto_P2011C_ZmumubbNp1.tnt_103_v2/,8255738816
,,,1,,0.00,0.00,0.00,8.03,8.03,user.bjackson.180547.Sherpa_CT10_ZmumuMassiveCBPt40_70_CFilterBVeto.tnt_103/,8419833217
,,,1,,0.00,0.00,0.00,8.09,8.09,user.bjackson.167823.Sherpa_CT10_ZeeMassiveCBPt280_500_CVetoBVeto.tnt_103/,8487211710
,,,1,,0.00,0.00,0.00,8.88,8.88,user.bjackson.167814.Sherpa_CT10_ZmumuMassiveCBPt140_280_CVetoBVeto.tnt_103/,9314765996
,,,1,,0.00,0.00,0.00,9.42,9.42,user.bjackson.167826.Sherpa_CT10_ZmumuMassiveCBPt280_500_CVetoBVeto.tnt_103/,9877130138
